brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
MSI,Modern,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,55990,67990,17,0,0,0
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,53190,69990,24,4.5,11,0
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,Missing,3,No,No,71990,86000,16,0,0,0
ASUS,ZenBook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,84990,104990,19,0,0,0
ASUS,ZenBook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,No,99990,122990,18,0,0,0
ASUS,Zenbook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,84990,110990,23,0,0,0
DELL,Inpiron,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,No,No,79990,117587,31,0,0,0
DELL,GAMING,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,No,No,76300,79999,4,4.2,6,0
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,72900,74900,2,3.9,24,4
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,73990,92600,20,4.5,195,17
ASUS,ZenBook,Intel,Core i5,11th,8 GB GB,LPDDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,84990,104990,19,0,0,0
HP,Spectre,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,No,126000,152042,17,5,2,1
ASUS,ASUS,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,No,88990,129990,31,0,0,0
HP,HP,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,Yes,Yes,114999,138166,16,0,0,0
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,Yes,Yes,82990,94600,12,4.5,21,2
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,Yes,Yes,79990,88600,9,4.8,5,0
ASUS,ZenBook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,114990,140990,18,0,0,0
HP,Spectre,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,129999,155436,16,0,0,0
MSI,GS,Intel,Core i5,8th,8 GB GB,DDR5,512 GB,0 GB,Windows,32-bit,6,Casual,Missing,0,No,No,149990,169990,11,4.1,10,3
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,0,No,No,71290,95136,25,0,0,0
DELL,Inspiron,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,79500,99433,20,4.3,10,1
DELL,Inspiron,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,82990,107786,23,3.7,15,3
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,70980,76094,6,4.4,138,23
ASUS,ZenBook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,No,99990,122990,18,0,0,0
HP,430,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,94000,98000,4,0,0,0
MSI,Prestige,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,79990,93489,14,4.9,11,4
ASUS,Pro,Intel,Core i5,8th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,85990,88990,3,0,0,0
ASUS,ExpertBook,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,0,No,No,86990,0,0,0,0,0
ASUS,ZenBook,Intel,Core i5,10th,8 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,105990,0,0,5,4,0
ASUS,ExpertBook,Intel,Core i5,10th,8 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,84990,141990,40,0,0,0
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,78900,84900,7,3.6,16,1
ASUS,ExpertBook,Intel,Core i5,10th,8 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,132790,172990,23,0,0,0
DELL,Inspiron,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,70190,90783,22,3.5,6,3
ASUS,TUF,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,76990,105990,27,0,0,0
ASUS,Intel,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,Yes,84990,115990,26,3.9,17,2
HP,Pavilion,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,No,78000,89000,12,4.4,512,85
HP,HP,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,14,1,No,Yes,100990,113000,10,0,0,0
ASUS,ROG,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,75990,101990,25,4.6,1365,137
ASUS,ASUS,Intel,Core i5,11th,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,75990,116990,35,4.5,368,48
ASUS,TUF,Intel,Core i5,11th,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Gaming,17.3,1,No,Yes,77990,115990,32,4.4,202,26
ASUS,ROG,Intel,Core i5,10th,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,77990,149990,48,4.5,187,26
APPLE,MacBook,Intel,Core i5,10th,16 GB GB,LPDDR4X,1024 GB,0 GB,Mac,64-bit,0,Casual,13,1,No,No,179990,194900,7,4.7,31,3
APPLE,MacBook,Intel,Core i5,10th,16 GB GB,LPDDR4X,1024 GB,0 GB,Mac,64-bit,0,Casual,13,1,No,No,179990,194900,7,4.8,91,5
ASUS,ROG,Intel,Core i5,10th,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,82990,107990,23,4.5,844,118
ASUS,TUF,Intel,Core i5,11th,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,87990,126990,30,0,0,0
ASUS,F17,Intel,Core i5,11th,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,84500,105000,19,4.3,3,0
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,74190,83417,11,4.5,21,3
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,32-bit,0,Casual,15.6,1,No,Yes,50990,70990,28,4.3,1188,127
ASUS,VivoBook,Intel,Core i5,10th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,55990,81990,31,4.5,23,0
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,52990,72990,27,0,0,0
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,57990,74833,22,4.2,47,0
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,No,62490,86199,27,3.9,157,20
ASUS,VivoBook,Intel,Core i5,11th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,64990,85990,24,4.7,10,1
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,60190,78990,23,4.4,33,4
ASUS,VivoBook,Intel,Core i5,9th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,54490,77990,30,4.3,343,47
DELL,Inspiron,Intel,Core i5,11th,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,14.9,1,No,Yes,55790,60078,7,4.2,41,4
ASUS,VivoBook,Intel,Core i5,11th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,64990,85990,24,4.3,328,51
DELL,Vostro,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,54990,80284,31,3.8,353,28
HP,Pavilion,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,71990,87717,17,4.3,127,20
DELL,3511,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,No,69900,87320,19,0,0,0
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,No,49990,72990,31,3.9,22,2
DELL,Vostro,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,58990,74066,20,4,8,1
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,No,64990,81990,20,0,0,0
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,Missing,0,No,No,66490,88519,24,3.8,6,1
DELL,G3,Intel,Core i5,10th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,Missing,0,No,No,77900,82300,5,4.3,179,34
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,Missing,0,No,No,67490,82600,18,3.8,41,5
DELL,Vostro,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,61990,68900,10,0,0,0
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,58990,61990,4,4.3,114,9
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,68900,78999,12,5,6,1
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,0,No,No,71695,75732,5,4.2,153,16
DELL,Inspiron,Intel,Core i7,8th,16 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,No,Yes,87990,88532,0,4.1,120,21
ASUS,VivoBook,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,57990,80990,28,4.3,76,9
ASUS,VivoBook,Intel,Core i7,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,61990,88990,30,4.5,11,2
MSI,GF63,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,79990,95990,16,4.5,484,56
ASUS,VivoBook,Intel,Core i7,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,77990,96990,19,4.3,21,5
HP,Pavilion,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,93190,118776,21,5,4,0
ASUS,ZenBook,Intel,Core i7,11th,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,No,Yes,94990,122990,22,0,0,0
HP,Envy,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,Yes,102990,114751,10,4.7,11,2
ASUS,ASUS,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,16,0,No,No,94990,101990,6,4.5,118,15
HP,Envy,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,104000,118776,12,0,0,0
HP,Pavilion,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,16,1,No,Yes,90190,107262,15,4.3,6,1
MSI,Prestige,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,109990,134990,18,4.3,138,30
MSI,Sword,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,86990,107990,19,0,0,0
MSI,Prestige,Intel,Core i7,11th,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,89990,99240,9,0,0,0
HP,Spectre,Intel,Core i7,10th,16 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,239759,0,0,0,0,0
ASUS,VivoBook,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,78990,104990,24,4.5,35,4
DELL,XPS,Intel,Core i7,8th,16 GB GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,121890,139104,12,1.7,3,0
ASUS,ZenBook,Intel,Core i7,8th,16 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,85990,99990,14,4.4,18,0
MSI,Katana,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,2,No,No,94990,117990,19,0,0,0
HP,Pavilion,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,16,1,No,Yes,92000,113019,18,4.5,8,1
HP,Spectre,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,162990,192977,15,3.3,3,1
DELL,XPS,Intel,Core i7,11th,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,135300,135553,0,5,5,2
MSI,Modern,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,64990,78990,17,4.4,33,5
DELL,Inspiron,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,109190,119442,8,0,0,0
HP,Pavilion,Intel,Core i7,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,99999,102500,2,0,0,0
MSI,Prestige,Intel,Core i7,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,No,104990,123990,15,4,85,9
ASUS,ZenBook,Intel,Core i7,8th,16 GB GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,No,99990,122990,18,4.3,30,7
ASUS,ZenBook,Intel,Core i7,11th,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,94990,122990,22,0,0,0
ASUS,ZenBook,Intel,Core i7,8th,8 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,No,81990,102987,20,4.3,40,4
MSI,GF63,Intel,Core i7,9th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,66990,104990,36,4.5,1639,230
MSI,GF65,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,2,No,No,84990,123990,31,4.4,498,64
ASUS,Zenbook,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,2,Casual,14,1,Yes,Yes,104990,146990,28,0,0,0
ASUS,ZenBook,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,No,134990,164990,18,0,0,0
ASUS,ASUS,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,98990,136990,27,4.5,445,56
HP,Envy,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,Yes,144690,173453,16,4.2,17,4
ASUS,ZenBook,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,99990,128990,22,0,0,0
MSI,Stealth,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,2,No,No,119990,162990,26,4.3,20,3
ASUS,Zephyrus,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,4,Casual,16,1,No,No,194990,0,0,0,0,0
ASUS,ZenBook,Intel,Core i7,10th,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,Yes,124990,146990,14,4.6,17,1
DELL,Inspiron,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,16,0,No,No,122410,0,0,0,0,0
HP,Spectre,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,179990,216368,16,4.2,13,5
MSI,Summit,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,2,Yes,No,154990,156990,1,4,3,2
MSI,Stealth,Intel,Core i7,12th,16 GB GB,DDR5,1024 GB,0 GB,Windows,64-bit,8,Casual,Missing,0,No,No,279990,313990,10,0,0,0
HP,OMEN,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,121990,138399,11,0,0,0
HP,OMEN,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,116990,132717,11,0,0,0
MSI,Pulse,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,2,No,No,129990,179990,27,4.2,14,3
HP,Spectre,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,149999,178464,15,0,0,0
HP,OMEN,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,Yes,171990,197862,13,0,0,0
DELL,Inspiron,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,Yes,93955,122300,23,4.8,4,0
ASUS,ROG,Intel,Core i7,10th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,Missing,0,No,No,234990,324990,27,0,0,0
HP,Spectre,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,128500,152042,15,3.7,3,1
ASUS,ZenBook,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,119990,158990,24,4.8,8,1
ASUS,Zephyrus,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,6,Casual,16,1,No,No,157249,220990,28,4.3,7,0
ASUS,ASUS,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,No,131500,175000,24,0,0,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,154990,172990,10,5,3,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,165990,202990,18,0,0,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,167990,202990,17,0,0,0
HP,Spectre,Intel,Core i7,11th,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,165000,198825,17,0,0,0
HP,HP,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,13.3,1,No,Yes,94990,160134,40,0,0,0
HP,Omen,Intel,Core i7,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16.1,1,No,Yes,136990,157563,13,0,0,0
ASUS,ExpertBook,Intel,Core i7,10th,16 GB GB,LPDDR3,2048 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,233990,0,0,0,0,0
HP,15,Intel,Core i7,8th,16 GB GB,DDR4,128 GB,1024 GB,Windows,64-bit,4,Casual,Missing,1,No,No,116941,0,0,0,0,0
MSI,GF63,Intel,Core i7,10th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,2,No,No,63990,83990,23,4.3,794,83
ASUS,VivoBook,Intel,Core i7,10th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,66990,97990,31,4.2,25,4
MSI,WF65,Intel,Core i7,10th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,16,3,No,No,159990,179990,11,0,0,0
ASUS,Pro,Intel,Core i7,8th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,98912,0,0,0,0,0
MSI,Creator,Intel,Core i9,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,192990,223890,13,0,0,0
ASUS,ROG,Intel,Core i9,12th,16 GB GB,DDR5,1024 GB,0 GB,Windows,64-bit,6,Casual,Missing,0,No,No,299990,376990,20,0,0,0
ASUS,ASUS,Intel,Core i9,11th,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Gaming,15.6,1,No,No,139990,144990,3,0,0,0
ASUS,Zephyrus,Intel,Core i9,11th,16 GB GB,DDR4,3072 GB,0 GB,Windows,32-bit,6,Casual,Missing,1,No,No,441990,0,0,5,1,1
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,85990,92900,7,4.7,6725,629
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,112990,122900,8,4.8,640,70
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,104990,112900,7,4.7,45,4
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,112990,122900,8,4.8,640,70
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,132990,149900,11,4.8,640,70
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,104990,112900,7,4.7,45,4
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,85990,92900,7,4.7,6725,629
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,149990,163900,8,4.8,640,70
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,125990,142900,11,4.6,399,45
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,103990,117900,11,4.7,809,91
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,101990,117900,13,4.7,809,91
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,104990,110900,5,4.7,6725,629
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,131990,142900,7,4.6,399,45
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,128990,137900,6,4.7,45,4
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,14.2,1,No,No,184990,194900,5,4.8,42,8
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,16.2,1,No,No,225990,239900,5,4.8,42,8
APPLE,MacBook,M1,M1,10th,4 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,16,1,No,No,124990,132900,5,4.7,45,4
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,104990,110900,5,4.7,6725,629
APPLE,MacBook,M1,M1,10th,8 GB GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,149990,163900,8,4.8,640,70
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,169990,183900,7,4.8,640,70
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,14.2,1,No,No,225990,239900,5,4.8,42,8
APPLE,MacBook,M1,M1,10th,16 GB GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,16.2,1,No,No,243990,259900,6,4.8,42,8
APPLE,MacBook,M1,M1,10th,32 GB GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,16.2,1,No,No,309990,329900,6,5,3,1
